Файл	Сущность	Оффсет	Тип сущности	Окно±25
./___Corpus/Medline/xml/PMC4951238.xml	dopamine D1 and D2	4345 : 4363	CM	d by tonic activation of dopamine D1 and D2 receptors, and adenosine
./___Corpus/Medline/xml/PMC4951238.xml	adenosine	4379 : 4388	CM	D1 and D2 receptors, and adenosine A2A receptor [17]. DARPP
./___Corpus/Medline/xml/PMC4951238.xml	[17]	4402 : 4406	CM	d adenosine A2A receptor [17]. DARPP-32 may be phospho
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylated	4424 : 4438	RN	or [17]. DARPP-32 may be phosphorylated at Thr-34 by PKA in dist
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	4442 : 4448	CM	may be phosphorylated at Thr-34 by PKA in distinct subpo
./___Corpus/Medline/xml/PMC4951238.xml	dopamine	4562 : 4570	CM	receptors [18, 19]. Like dopamine, adenosine acts on A2A r
./___Corpus/Medline/xml/PMC4951238.xml	adenosine	4572 : 4581	CM	[18, 19]. Like dopamine, adenosine acts on A2A receptor, us
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	4684 : 4699	RN	 and increasing DARPP-32 phosphorylation at Thr-34 [20]. The D2 r
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	4703 : 4709	CM	PP-32 phosphorylation at Thr-34 [20]. The D2 receptor ex
./___Corpus/Medline/xml/PMC4951238.xml	[20]	4710 : 4714	CM	hosphorylation at Thr-34 [20]. The D2 receptor exists 
./___Corpus/Medline/xml/PMC4951238.xml	D2S	4830 : 4833	CM	ong (D2L) and the short (D2S) [21]. The D2S receptor 
./___Corpus/Medline/xml/PMC4951238.xml	[21]	4835 : 4839	CM	D2L) and the short (D2S) [21]. The D2S receptor specif
./___Corpus/Medline/xml/PMC4951238.xml	D2S	4845 : 4848	CM	he short (D2S) [21]. The D2S receptor specifically re
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	4894 : 4909	RN	y regulates the state of phosphorylation and activity of tyrosine
./___Corpus/Medline/xml/PMC4951238.xml	tyrosine	4926 : 4934	CM	rylation and activity of tyrosine hydroxylase (TH) in nigr
./___Corpus/Medline/xml/PMC4951238.xml	hydroxylase	4935 : 4946	ASE	and activity of tyrosine hydroxylase (TH) in nigrostriatal pr
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	5066 : 5081	RN	e regulation of DARPP-32 phosphorylation in postsynaptic striatal
./___Corpus/Medline/xml/PMC4951238.xml	[22]	5128 : 5132	CM	tal medium spiny neurons [22]. Activation of the D2 re
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	5183 : 5198	RN	eptor decreases DARPP-32 phosphorylation by two different mechani
./___Corpus/Medline/xml/PMC4951238.xml	dopamine	5296 : 5304	CM	ess D1 and D2 classes of dopamine receptors, activation of
./___Corpus/Medline/xml/PMC4951238.xml	adenosine	5406 : 5415	CM	rs are co-expressed with adenosine A2A receptor, it can res
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	5517 : 5532	RN	ivity of both PKA and in phosphorylation of DARPP-32 at Thr-34. S
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	5548 : 5554	CM	orylation of DARPP-32 at Thr-34. Second, activation of D
./___Corpus/Medline/xml/PMC4951238.xml	Ca2+	5614 : 5618	CM	 leads to an increase in Ca2+ levels and increased act
./___Corpus/Medline/xml/PMC4951238.xml	phosphatase	5660 : 5671	ASE	ased activity of protein phosphatase 2B (PP-2B), resulting in
./___Corpus/Medline/xml/PMC4951238.xml	2B	5672 : 5674	CM	y of protein phosphatase 2B (PP-2B), resulting in an
./___Corpus/Medline/xml/PMC4951238.xml	dephosphorylation	5712 : 5729	RN	ulting in an increase in dephosphorylation of DARPP-32 at Thr-34 [2
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	5745 : 5751	CM	orylation of DARPP-32 at Thr-34 [23]. In the intact stri
./___Corpus/Medline/xml/PMC4951238.xml	[23]	5752 : 5756	CM	on of DARPP-32 at Thr-34 [23]. In the intact striatum,
./___Corpus/Medline/xml/PMC4951238.xml	dopamine D2	5802 : 5813	CM	tum, a blockade of tonic dopamine D2 receptor activation incr
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	5853 : 5868	RN	ation increases DARPP-32 phosphorylation at Thr-34 and can be cou
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	5872 : 5878	CM	PP-32 phosphorylation at Thr-34 and can be counteracted 
./___Corpus/Medline/xml/PMC4951238.xml	adenosine	5922 : 5931	CM	acted by blocking either adenosine A2A or dopamine D1 recep
./___Corpus/Medline/xml/PMC4951238.xml	dopamine D1	5939 : 5950	CM	 either adenosine A2A or dopamine D1 receptors [17].         
./___Corpus/Medline/xml/PMC4951238.xml	[17]	5961 : 5965	CM	or dopamine D1 receptors [17].                        
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	6009 : 6024	RN	                     The phosphorylation of DARPP-32 at Thr-34 co
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	6040 : 6046	CM	orylation of DARPP-32 at Thr-34 converts it into a poten
./___Corpus/Medline/xml/PMC4951238.xml	phosphoproteins	6167 : 6182	CM	ity of a large number of phosphoproteins, including voltage-depen
./___Corpus/Medline/xml/PMC4951238.xml	sodium	6212 : 6218	CM	luding voltage-dependent sodium and calcium channels, th
./___Corpus/Medline/xml/PMC4951238.xml	calcium	6223 : 6230	CM	age-dependent sodium and calcium channels, the electrogen
./___Corpus/Medline/xml/PMC4951238.xml	Na+	6263 : 6266	CM	s, the electrogenic pump Na+, K+-ATPase, and neurotra
./___Corpus/Medline/xml/PMC4951238.xml	K+	6268 : 6270	CM	e electrogenic pump Na+, K+-ATPase, and neurotransmi
./___Corpus/Medline/xml/PMC4951238.xml	ATPase	6271 : 6277	ASE	lectrogenic pump Na+, K+-ATPase, and neurotransmitter re
./___Corpus/Medline/xml/PMC4951238.xml	[26]	6310 : 6314	CM	urotransmitter receptors [26]. DARPP-32-mediated inhib
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	6366 : 6381	RN	ion of PP1 increases the phosphorylation of neurotransmitter rece
./___Corpus/Medline/xml/PMC4951238.xml	[9]	6474 : 6477	CM	 function and plasticity [9]. Bibb and colleagues rep
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylated	6566 : 6580	RN	an inhibitor of PKA when phosphorylated at Thr-75 by cyclin-depe
./___Corpus/Medline/xml/PMC4951238.xml	Thr-75	6584 : 6590	CM	A when phosphorylated at Thr-75 by cyclin-dependent kina
./___Corpus/Medline/xml/PMC4951238.xml	cyclin	6594 : 6600	CM	sphorylated at Thr-75 by cyclin-dependent kinase 5 (Cdk5
./___Corpus/Medline/xml/PMC4951238.xml	kinase	6611 : 6617	ASE	r-75 by cyclin-dependent kinase 5 (Cdk5) [27]. Decreasin
./___Corpus/Medline/xml/PMC4951238.xml	Cdk5	6621 : 6625	CM	clin-dependent kinase 5 (Cdk5) [27]. Decreasing phosph
./___Corpus/Medline/xml/PMC4951238.xml	[27]	6627 : 6631	CM	ependent kinase 5 (Cdk5) [27]. Decreasing phospho-Thr-
./___Corpus/Medline/xml/PMC4951238.xml	phospho-Thr-75	6644 : 6658	CM	 (Cdk5) [27]. Decreasing phospho-Thr-75 DARPP-32 in striatal sli
./___Corpus/Medline/xml/PMC4951238.xml	Cdk5	6700 : 6704	CM	atal slices, either by a Cdk5-specific inhibitor or by
./___Corpus/Medline/xml/PMC4951238.xml	dopamine	6772 : 6780	CM	 altered mice, increases dopamine-induced phosphorylation 
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	6789 : 6804	RN	creases dopamine-induced phosphorylation of PKA substrates and au
./___Corpus/Medline/xml/PMC4951238.xml	calcium	6855 : 6862	CM	ments peak voltage-gated calcium currents [28, 29]. This 
./___Corpus/Medline/xml/PMC4951238.xml	amino acid	6932 : 6942	CM	ding on which particular amino acid residue is phosphorylate
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylated	6954 : 6968	RN	ar amino acid residue is phosphorylated, DARPP-32 can function a
./___Corpus/Medline/xml/PMC4951238.xml	kinase	7004 : 7010	ASE	can function as either a kinase or a phosphatase inhibit
./___Corpus/Medline/xml/PMC4951238.xml	phosphatase	7016 : 7027	ASE	 as either a kinase or a phosphatase inhibitor. This unique d
./___Corpus/Medline/xml/PMC4951238.xml	dopaminergic	7128 : 7140	CJ	gulating the efficacy of dopaminergic neurotransmission [8, 27
./___Corpus/Medline/xml/PMC4951238.xml	kinase	7233 : 7239	ASE	                  Casein kinase 1 (CK1) can phosphorylat
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylate	7252 : 7265	CM	asein kinase 1 (CK1) can phosphorylate DARPP-32 at Ser-137, whi
./___Corpus/Medline/xml/PMC4951238.xml	Ser-137	7278 : 7285	CM	hosphorylate DARPP-32 at Ser-137, which has an important 
./___Corpus/Medline/xml/PMC4951238.xml	dephosphorylation	7350 : 7367	RN	 because it inhibits the dephosphorylation of Thr-34 by calcineurin
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	7371 : 7377	CM	the dephosphorylation of Thr-34 by calcineurin. This inh
./___Corpus/Medline/xml/PMC4951238.xml	phospho-Ser-137	7432 : 7447	CM	on takes place only when phospho-Ser-137 and phospho-Thr-34 are p
./___Corpus/Medline/xml/PMC4951238.xml	phospho-Thr-34	7452 : 7466	CM	when phospho-Ser-137 and phospho-Thr-34 are present on the same 
./___Corpus/Medline/xml/PMC4951238.xml	[30]	7509 : 7513	CM	e same DARPP-32 molecule [30]. Phosphorylation of DARP
./___Corpus/Medline/xml/PMC4951238.xml	Phosphorylation	7515 : 7530	RN	 DARPP-32 molecule [30]. Phosphorylation of DARPP-32 by CK1, whic
./___Corpus/Medline/xml/PMC4951238.xml	[30]	7642 : 7646	CM	s ability to inhibit PP1 [30]. DARPP-32 phosphorylated
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylated	7657 : 7671	RN	hibit PP1 [30]. DARPP-32 phosphorylated by CK1 is a substrate fo
./___Corpus/Medline/xml/PMC4951238.xml	phosphatases	7706 : 7718	ASE	 a substrate for protein phosphatases 2A and 2C. However, in s
./___Corpus/Medline/xml/PMC4951238.xml	2C	7726 : 7728	CM	tein phosphatases 2A and 2C. However, in substantia 
./___Corpus/Medline/xml/PMC4951238.xml	dephosphorylation	7767 : 7784	RN	substantia nigra slices, dephosphorylation of Ser-137 was markedly 
./___Corpus/Medline/xml/PMC4951238.xml	Ser-137	7788 : 7795	CM	es, dephosphorylation of Ser-137 was markedly sensitive t
./___Corpus/Medline/xml/PMC4951238.xml	okadaic acid	7895 : 7907	CM	ected by the presence of okadaic acid under conditions where d
./___Corpus/Medline/xml/PMC4951238.xml	dephosphorylation	7931 : 7948	RN	d under conditions where dephosphorylation of Thr-34 by protein pho
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	7952 : 7958	CM	ere dephosphorylation of Thr-34 by protein phosphatase 2
./___Corpus/Medline/xml/PMC4951238.xml	phosphatase	7970 : 7981	ASE	ion of Thr-34 by protein phosphatase 2A was inhibited. This s
./___Corpus/Medline/xml/PMC4951238.xml	phospho-Ser-137	8032 : 8047	CM	ggests that, in neurons, phospho-Ser-137 DARPP-32 is dephosphoryl
./___Corpus/Medline/xml/PMC4951238.xml	dephosphorylated	8060 : 8076	RN	spho-Ser-137 DARPP-32 is dephosphorylated by protein phosphatase 2
./___Corpus/Medline/xml/PMC4951238.xml	phosphatase	8088 : 8099	ASE	hosphorylated by protein phosphatase 2C, but not 2A. Thus, DA
./___Corpus/Medline/xml/PMC4951238.xml	2C	8100 : 8102	CM	d by protein phosphatase 2C, but not 2A. Thus, DARPP
./___Corpus/Medline/xml/PMC4951238.xml	phosphatases	8184 : 8196	ASE	 a regulatory cascade of phosphatases in which dephosphorylati
./___Corpus/Medline/xml/PMC4951238.xml	dephosphorylation	8206 : 8223	RN	of phosphatases in which dephosphorylation of Ser-137 by protein ph
./___Corpus/Medline/xml/PMC4951238.xml	Ser-137	8227 : 8234	CM	ich dephosphorylation of Ser-137 by protein phosphatase 2
./___Corpus/Medline/xml/PMC4951238.xml	phosphatase	8246 : 8257	ASE	on of Ser-137 by protein phosphatase 2C facilitates dephospho
./___Corpus/Medline/xml/PMC4951238.xml	2C	8258 : 8260	CM	7 by protein phosphatase 2C facilitates dephosphoryl
./___Corpus/Medline/xml/PMC4951238.xml	dephosphorylation	8273 : 8290	RN	osphatase 2C facilitates dephosphorylation of Thr-34 by calcineurin
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	8294 : 8300	CM	tes dephosphorylation of Thr-34 by calcineurin, removing
./___Corpus/Medline/xml/PMC4951238.xml	[31]	8361 : 8365	CM	nduced inhibition of PP1 [31]. DARPP-32 is also phosph
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylated	8384 : 8398	RN	1 [31]. DARPP-32 is also phosphorylated on Ser-45 and Ser-102 by
./___Corpus/Medline/xml/PMC4951238.xml	Ser-45	8402 : 8408	CM	s also phosphorylated on Ser-45 and Ser-102 by casein ki
./___Corpus/Medline/xml/PMC4951238.xml	Ser-102	8413 : 8420	CM	phorylated on Ser-45 and Ser-102 by casein kinase 2 (CK2)
./___Corpus/Medline/xml/PMC4951238.xml	kinase	8431 : 8437	ASE	45 and Ser-102 by casein kinase 2 (CK2) [32]. Phosphoryl
./___Corpus/Medline/xml/PMC4951238.xml	CK2	8441 : 8444	CM	-102 by casein kinase 2 (CK2) [32]. Phosphorylation b
./___Corpus/Medline/xml/PMC4951238.xml	[32]	8446 : 8450	CM	by casein kinase 2 (CK2) [32]. Phosphorylation by CK2 
./___Corpus/Medline/xml/PMC4951238.xml	Phosphorylation	8452 : 8467	RN	ein kinase 2 (CK2) [32]. Phosphorylation by CK2 has no effect on 
./___Corpus/Medline/xml/PMC4951238.xml	CK2	8471 : 8474	CM	[32]. Phosphorylation by CK2 has no effect on the pot
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	8566 : 8581	RN	hich strictly depends on phosphorylation of Thr-34 by cAMP-depend
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	8585 : 8591	CM	ds on phosphorylation of Thr-34 by cAMP-dependent protei
./___Corpus/Medline/xml/PMC4951238.xml	kinase	8618 : 8624	ASE	y cAMP-dependent protein kinase [33] (Figure ​(Figure11)
./___Corpus/Medline/xml/PMC4951238.xml	[33]	8625 : 8629	CM	dependent protein kinase [33] (Figure ​(Figure11).    
./___Corpus/Medline/xml/PMC4951238.xml	[14]	8754 : 8758	CM	-Rifai's group in cancer [14], post-mortem studies on 
./___Corpus/Medline/xml/PMC4951238.xml	[34]	9030 : 9034	CM	se cognitive performance [34]. Another study indicated
./___Corpus/Medline/xml/PMC4951238.xml	[35]	9263 : 9267	CM	velopment of the disease [35]. Cho and colleagues inve
./___Corpus/Medline/xml/PMC4951238.xml	Thr-153	9389 : 9396	CM	t DARPP-32 is cleaved at Thr-153 by calpain, which reduce
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	9427 : 9442	RN	lpain, which reduces the phosphorylation of cAMP-response element
./___Corpus/Medline/xml/PMC4951238.xml	[36]	9731 : 9735	CM	 of CREB signaling in AD [36].                  IDENTI
./___Corpus/Medline/xml/PMC4951238.xml	OF	9785 : 9787	CM	FICATION AND IMPLICATION OF DARPP-32 IN CANCER      
./___Corpus/Medline/xml/PMC4951238.xml	IN	9797 : 9799	CM	 IMPLICATION OF DARPP-32 IN CANCER                  
./___Corpus/Medline/xml/PMC4951238.xml	[38]	10357 : 10361	CM	2509) in gastric cancers [38]. El-Rifai and colleagues
./___Corpus/Medline/xml/PMC4951238.xml	[14]	10797 : 10801	CM	xt":"AA552509"}}AA552509 [14]. Cloning and sequence as
./___Corpus/Medline/xml/PMC4951238.xml	3′-	10991 : 10994	CPR	09 corresponded to the 3′-untranslated region of the 
./___Corpus/Medline/xml/PMC4951238.xml	isoform	11920 : 11927	CM	71) and termed truncated isoform of DARPP (t-DARPP) [14].
./___Corpus/Medline/xml/PMC4951238.xml	[14]	11947 : 11951	CM	oform of DARPP (t-DARPP) [14]. The novel molecule, t-D
./___Corpus/Medline/xml/PMC4951238.xml	amino acids	12082 : 12093	CM	ile DARPP-32 encodes 204 amino acids protein containing four 
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	12118 : 12133	RN	 protein containing four phosphorylation sites (Thr-34, Thr-75, S
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	12141 : 12147	CM	r phosphorylation sites (Thr-34, Thr-75, Ser-102, and Se
./___Corpus/Medline/xml/PMC4951238.xml	Thr-75	12149 : 12155	CM	orylation sites (Thr-34, Thr-75, Ser-102, and Ser-137), 
./___Corpus/Medline/xml/PMC4951238.xml	Ser-102	12157 : 12164	CM	n sites (Thr-34, Thr-75, Ser-102, and Ser-137), t-DARPP e
./___Corpus/Medline/xml/PMC4951238.xml	Ser-137	12170 : 12177	CM	34, Thr-75, Ser-102, and Ser-137), t-DARPP encodes 168 am
./___Corpus/Medline/xml/PMC4951238.xml	amino acids	12200 : 12211	CM	37), t-DARPP encodes 168 amino acids protein lacking the Thr-
./___Corpus/Medline/xml/PMC4951238.xml	Thr-34	12232 : 12238	CM	cids protein lacking the Thr-34 phosphorylation site rel
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	12239 : 12254	RN	otein lacking the Thr-34 phosphorylation site related to PP1 inhi
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	12316 : 12331	RN	aintains the other three phosphorylation sites (Figure ​(Figure2)
./___Corpus/Medline/xml/PMC4951238.xml	​(Figure2).2	12346 : 12358	CM	horylation sites (Figure ​(Figure2).2). Concomitant overexpres
./___Corpus/Medline/xml/PMC4951238.xml	[39]	12455 : 12459	CM	n 68% of gastric cancers [39]. In addition, several st
./___Corpus/Medline/xml/PMC4951238.xml	[40-43]	12602 : 12609	CM	ast, prostate, and colon [40-43]. These findings suggest 
./___Corpus/Medline/xml/PMC4951238.xml	[44]	13353 : 13357	CM	ession to adenocarcinoma [44]. Based on the concept th
./___Corpus/Medline/xml/PMC4951238.xml	[47]	13548 : 13552	CM	 46], Yun and colleagues [47] identified novel gene fu
./___Corpus/Medline/xml/PMC4951238.xml	vitro	13980 : 13985	CM	er cell proliferation in vitro and gastric tumor xenogr
./___Corpus/Medline/xml/PMC4951238.xml	PI3K	14083 : 14087	CM	ted by activation of the PI3K/AKT signaling pathway [4
./___Corpus/Medline/xml/PMC4951238.xml	[47]	14110 : 14114	CM	3K/AKT signaling pathway [47]. These findings strongly
./___Corpus/Medline/xml/PMC4951238.xml	CD44	14340 : 14344	CM	is through regulation of CD44 splicing [48]. The findi
./___Corpus/Medline/xml/PMC4951238.xml	[48]	14354 : 14358	CM	ulation of CD44 splicing [48]. The findings indicated 
./___Corpus/Medline/xml/PMC4951238.xml	isoform	14504 : 14511	CM	expression of the splice isoform, CD44E, in gastric cance
./___Corpus/Medline/xml/PMC4951238.xml	[48]	15070 : 15074	CM	in gastric tumorigenesis [48]. In a recent report, the
./___Corpus/Medline/xml/PMC4951238.xml	[49]	15201 : 15205	CM	ouse mammary tumor model [49]. In contrast to DARPP-32
./___Corpus/Medline/xml/PMC4951238.xml	transgenic	15579 : 15589	CJ	lyoma middle T oncogene) transgenic mammary tumor mice reduc
./___Corpus/Medline/xml/PMC4951238.xml	[49]	15717 : 15721	CM	 in breast tumorigenesis [49].                  DARPP-
./___Corpus/Medline/xml/PMC4951238.xml	camptothecin	16048 : 16060	CM	ric cancer cells against camptothecin, sodium butyrate, and ce
./___Corpus/Medline/xml/PMC4951238.xml	sodium butyrate	16062 : 16077	CM	ls against camptothecin, sodium butyrate, and ceramide treatments
./___Corpus/Medline/xml/PMC4951238.xml	ceramide	16083 : 16091	CM	in, sodium butyrate, and ceramide treatments in a p53-inde
./___Corpus/Medline/xml/PMC4951238.xml	[39]	16134 : 16138	CM	53-independent mechanism [39]. Expression of DARPP-32 
./___Corpus/Medline/xml/PMC4951238.xml	camptothecin	16242 : 16254	CM	potential in response to camptothecin, and this was associated
./___Corpus/Medline/xml/PMC4951238.xml	Bcl2	16305 : 16309	CM	with increased levels of Bcl2 protein [39]. Notably, t
./___Corpus/Medline/xml/PMC4951238.xml	[39]	16318 : 16322	CM	d levels of Bcl2 protein [39]. Notably, the pro-surviv
./___Corpus/Medline/xml/PMC4951238.xml	Thr-75	16399 : 16405	CM	2 and t-DARPP depends on Thr-75 phosphorylation residue 
./___Corpus/Medline/xml/PMC4951238.xml	phosphorylation	16406 : 16421	RN	-DARPP depends on Thr-75 phosphorylation residue [39]. A subseque
./___Corpus/Medline/xml/PMC4951238.xml	[39]	16430 : 16434	CM	 phosphorylation residue [39]. A subsequent study indi
./___Corpus/Medline/xml/PMC4951238.xml	kinase	16530 : 16536	ASE	P involves increased AKT kinase activity and high levels
./___Corpus/Medline/xml/PMC4951238.xml	phospho-AKT	16565 : 16576	CM	ivity and high levels of phospho-AKT (Ser-473) and phospho-GS
